indice_medicamento,nregistro,nombre_medicamento,tipo_imagen,url,fichero,estado,error
2586,78873,"LEVONORGESTREL EXELTIS 1,5 MG COMPRIMIDO EFG",formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/78873/78873_formafarmac.jpg,imagenes/levonorgestrel_exeltis_1_5_mg_comprimido_efg__78873__formafarmac__05143.jpg,descargada,
2587,78438,"LEVONORGESTREL SANDOZ 1,5 MG COMPRIMIDO EFG",materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/78438/78438_materialas.jpg,imagenes/levonorgestrel_sandoz_1_5_mg_comprimido_efg__78438__materialas__05144.jpg,descargada,
2587,78438,"LEVONORGESTREL SANDOZ 1,5 MG COMPRIMIDO EFG",formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/78438/78438_formafarmac.jpg,imagenes/levonorgestrel_sandoz_1_5_mg_comprimido_efg__78438__formafarmac__05145.jpg,descargada,
2588,78911,LEVONORGESTREL STADA 1.5 MG COMPRIMIDO EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/78911/78911_materialas.jpg,imagenes/levonorgestrel_stada_1_5_mg_comprimido_efg__78911__materialas__05146.jpg,descargada,
2588,78911,LEVONORGESTREL STADA 1.5 MG COMPRIMIDO EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/78911/78911_formafarmac.jpg,imagenes/levonorgestrel_stada_1_5_mg_comprimido_efg__78911__formafarmac__05147.jpg,descargada,
2589,77457,"LEVONORGESTREL/ETINILESTRADIOL DIARIO STADA 0,1 MG/ 0,02 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/77457/77457_materialas.jpg,imagenes/levonorgestrel_etinilestradiol_diario_stada_0_1_mg_0_02_mg_c__77457__materialas__05148.jpg,descargada,
2589,77457,"LEVONORGESTREL/ETINILESTRADIOL DIARIO STADA 0,1 MG/ 0,02 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/77457/77457_formafarmac.jpg,imagenes/levonorgestrel_etinilestradiol_diario_stada_0_1_mg_0_02_mg_c__77457__formafarmac__05149.jpg,descargada,
2590,77458,"LEVONORGESTREL/ETINILESTRADIOL STADA 0,1 MG/0,02 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/77458/77458_materialas.jpg,imagenes/levonorgestrel_etinilestradiol_stada_0_1_mg_0_02_mg_comprimi__77458__materialas__05150.jpg,descargada,
2590,77458,"LEVONORGESTREL/ETINILESTRADIOL STADA 0,1 MG/0,02 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/77458/77458_formafarmac.jpg,imagenes/levonorgestrel_etinilestradiol_stada_0_1_mg_0_02_mg_comprimi__77458__formafarmac__05151.jpg,descargada,
2591,80021,"LEVOSERT 0,02 MG CADA 24 HORAS SISTEMA DE LIBERACION INTRAUTERINO",materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/80021/80021_materialas.jpg,imagenes/levosert_0_02_mg_cada_24_horas_sistema_de_liberacion_intraut__80021__materialas__05152.jpg,descargada,
2591,80021,"LEVOSERT 0,02 MG CADA 24 HORAS SISTEMA DE LIBERACION INTRAUTERINO",formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/80021/80021_formafarmac.jpg,imagenes/levosert_0_02_mg_cada_24_horas_sistema_de_liberacion_intraut__80021__formafarmac__05153.jpg,descargada,
2592,84661,LEVOSULPIRIDA STADA 25 MG COMPRIMIDOS EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/84661/84661_materialas.jpg,imagenes/levosulpirida_stada_25_mg_comprimidos_efg__84661__materialas__05154.jpg,descargada,
2592,84661,LEVOSULPIRIDA STADA 25 MG COMPRIMIDOS EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/84661/84661_formafarmac.jpg,imagenes/levosulpirida_stada_25_mg_comprimidos_efg__84661__formafarmac__05155.jpg,descargada,
2593,89517,"LIDOCAINA/ADRENALINA NORMOGEN 20 MG/ML + 0,0125 MG/ML SOLUCION INYECTABLE EFG",materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/89517/89517_materialas.jpg,imagenes/lidocaina_adrenalina_normogen_20_mg_ml_0_0125_mg_ml_solucion__89517__materialas__05156.jpg,descargada,
2593,89517,"LIDOCAINA/ADRENALINA NORMOGEN 20 MG/ML + 0,0125 MG/ML SOLUCION INYECTABLE EFG",formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/89517/89517_formafarmac.jpg,imagenes/lidocaina_adrenalina_normogen_20_mg_ml_0_0125_mg_ml_solucion__89517__formafarmac__05157.jpg,descargada,
2594,41290,LINCOCIN 500 MG CAPSULAS DURAS,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/41290/41290_materialas.jpg,imagenes/lincocin_500_mg_capsulas_duras__41290__materialas__05158.jpg,descargada,
2594,41290,LINCOCIN 500 MG CAPSULAS DURAS,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/41290/41290_formafarmac.jpg,imagenes/lincocin_500_mg_capsulas_duras__41290__formafarmac__05159.jpg,descargada,
2595,41468,LINCOCIN 600 mg INYECTABLE,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/41468/41468_materialas.jpg,imagenes/lincocin_600_mg_inyectable__41468__materialas__05160.jpg,descargada,
2596,79231,LINEZOLID AUROVITAS SPAIN 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/79231/79231_materialas.jpg,imagenes/linezolid_aurovitas_spain_600_mg_comprimidos_recubiertos_con__79231__materialas__05161.jpg,descargada,
2596,79231,LINEZOLID AUROVITAS SPAIN 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/79231/79231_formafarmac.jpg,imagenes/linezolid_aurovitas_spain_600_mg_comprimidos_recubiertos_con__79231__formafarmac__05162.jpg,descargada,
2597,81569,LINEZOLID GLENMARK 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/81569/81569_materialas.jpg,imagenes/linezolid_glenmark_600_mg_comprimidos_recubiertos_con_pelicu__81569__materialas__05163.jpg,descargada,
2597,81569,LINEZOLID GLENMARK 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/81569/81569_formafarmac.jpg,imagenes/linezolid_glenmark_600_mg_comprimidos_recubiertos_con_pelicu__81569__formafarmac__05164.jpg,descargada,
2598,80368,LINEZOLID NORMON 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/80368/80368_materialas.jpg,imagenes/linezolid_normon_600_mg_comprimidos_recubiertos_con_pelicula__80368__materialas__05165.jpg,descargada,
2598,80368,LINEZOLID NORMON 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/80368/80368_formafarmac.jpg,imagenes/linezolid_normon_600_mg_comprimidos_recubiertos_con_pelicula__80368__formafarmac__05166.jpg,descargada,
2599,79193,LINEZOLID SANDOZ 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/79193/79193_materialas.jpg,imagenes/linezolid_sandoz_600_mg_comprimidos_recubiertos_con_pelicula__79193__materialas__05167.jpg,descargada,
2599,79193,LINEZOLID SANDOZ 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/79193/79193_formafarmac.jpg,imagenes/linezolid_sandoz_600_mg_comprimidos_recubiertos_con_pelicula__79193__formafarmac__05168.jpg,descargada,
2600,79489,LINEZOLID TEVA PHARMA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/79489/79489_materialas.jpg,imagenes/linezolid_teva_pharma_600_mg_comprimidos_recubiertos_con_pel__79489__materialas__05169.jpg,descargada,
2600,79489,LINEZOLID TEVA PHARMA 600 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/79489/79489_formafarmac.jpg,imagenes/linezolid_teva_pharma_600_mg_comprimidos_recubiertos_con_pel__79489__formafarmac__05170.jpg,descargada,
2601,88535,LINITUL ANTISEPTICO 10 MG/ML SOLUCION PARA PULVERIZACION CUTANEA,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/88535/88535_materialas.jpg,imagenes/linitul_antiseptico_10_mg_ml_solucion_para_pulverizacion_cut__88535__materialas__05171.jpg,descargada,
2601,88535,LINITUL ANTISEPTICO 10 MG/ML SOLUCION PARA PULVERIZACION CUTANEA,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/88535/88535_formafarmac.jpg,imagenes/linitul_antiseptico_10_mg_ml_solucion_para_pulverizacion_cut__88535__formafarmac__05172.jpg,descargada,
2602,32591,LINITUL CICATRIZANTE APOSITO IMPREGNADO,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/32591/32591_materialas.jpg,imagenes/linitul_cicatrizante_aposito_impregnado__32591__materialas__05173.jpg,descargada,
2602,32591,LINITUL CICATRIZANTE APOSITO IMPREGNADO,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/32591/32591_formafarmac.jpg,imagenes/linitul_cicatrizante_aposito_impregnado__32591__formafarmac__05174.jpg,descargada,
2603,32608,LINITUL CICATRIZANTE POMADA,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/32608/32608_materialas.jpg,imagenes/linitul_cicatrizante_pomada__32608__materialas__05175.jpg,descargada,
2603,32608,LINITUL CICATRIZANTE POMADA,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/32608/32608_formafarmac.jpg,imagenes/linitul_cicatrizante_pomada__32608__formafarmac__05176.jpg,descargada,
2604,68025,"LIOFORA DIARIO 3 mg / 0,02 mg COMPRIMIDOS RECUBIERTOS CON PELICULA",materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/68025/68025_materialas.jpg,imagenes/liofora_diario_3_mg_0_02_mg_comprimidos_recubiertos_con_peli__68025__materialas__05177.jpg,descargada,
2604,68025,"LIOFORA DIARIO 3 mg / 0,02 mg COMPRIMIDOS RECUBIERTOS CON PELICULA",formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/68025/68025_formafarmac.jpg,imagenes/liofora_diario_3_mg_0_02_mg_comprimidos_recubiertos_con_peli__68025__formafarmac__05178.jpg,descargada,
2605,68026,"LIOFORA 3 mg / 0,02 mg COMPRIMIDOS RECUBIERTOS CON PELICULA",materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/68026/68026_materialas.jpg,imagenes/liofora_3_mg_0_02_mg_comprimidos_recubiertos_con_pelicula__68026__materialas__05179.jpg,descargada,
2605,68026,"LIOFORA 3 mg / 0,02 mg COMPRIMIDOS RECUBIERTOS CON PELICULA",formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/68026/68026_formafarmac.jpg,imagenes/liofora_3_mg_0_02_mg_comprimidos_recubiertos_con_pelicula__68026__formafarmac__05180.jpg,descargada,
2606,62346,"LIORESAL 0,05 MG/ML SOLUCIÓN INYECTABLE",materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/62346/62346_materialas.jpg,imagenes/lioresal_0_05_mg_ml_solucion_inyectable__62346__materialas__05181.jpg,descargada,
2606,62346,"LIORESAL 0,05 MG/ML SOLUCIÓN INYECTABLE",formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/62346/62346_formafarmac.jpg,imagenes/lioresal_0_05_mg_ml_solucion_inyectable__62346__formafarmac__05182.jpg,descargada,
2607,62347,"LIORESAL 0,5 MG/ML SOLUCIÓN PARA PERFUSIÓN",materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/62347/62347_materialas.jpg,imagenes/lioresal_0_5_mg_ml_solucion_para_perfusion__62347__materialas__05183.jpg,descargada,
2607,62347,"LIORESAL 0,5 MG/ML SOLUCIÓN PARA PERFUSIÓN",formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/62347/62347_formafarmac.jpg,imagenes/lioresal_0_5_mg_ml_solucion_para_perfusion__62347__formafarmac__05184.jpg,descargada,
2608,52180,LIORESAL 10 MG COMPRIMIDOS,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/52180/52180_materialas.jpg,imagenes/lioresal_10_mg_comprimidos__52180__materialas__05185.jpg,descargada,
2608,52180,LIORESAL 10 MG COMPRIMIDOS,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/52180/52180_formafarmac.jpg,imagenes/lioresal_10_mg_comprimidos__52180__formafarmac__05186.jpg,descargada,
2609,62348,LIORESAL 2 MG/ML SOLUCIÓN PARA PERFUSIÓN,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/62348/62348_materialas.jpg,imagenes/lioresal_2_mg_ml_solucion_para_perfusion__62348__materialas__05187.jpg,descargada,
2609,62348,LIORESAL 2 MG/ML SOLUCIÓN PARA PERFUSIÓN,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/62348/62348_formafarmac.jpg,imagenes/lioresal_2_mg_ml_solucion_para_perfusion__62348__formafarmac__05188.jpg,descargada,
2610,52181,LIORESAL 25 mg COMPRIMIDOS,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/52181/52181_materialas.jpg,imagenes/lioresal_25_mg_comprimidos__52181__materialas__05189.jpg,descargada,
2610,52181,LIORESAL 25 mg COMPRIMIDOS,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/52181/52181_formafarmac.jpg,imagenes/lioresal_25_mg_comprimidos__52181__formafarmac__05190.jpg,descargada,
2611,79053,LIPOCOMB 10 MG/10 MG CAPSULAS DURAS,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/79053/79053_materialas.jpg,imagenes/lipocomb_10_mg_10_mg_capsulas_duras__79053__materialas__05191.jpg,descargada,
2611,79053,LIPOCOMB 10 MG/10 MG CAPSULAS DURAS,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/79053/79053_formafarmac.jpg,imagenes/lipocomb_10_mg_10_mg_capsulas_duras__79053__formafarmac__05192.jpg,descargada,
2612,79051,LIPOCOMB 20 MG/10 MG CAPSULAS DURAS,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/79051/79051_materialas.jpg,imagenes/lipocomb_20_mg_10_mg_capsulas_duras__79051__materialas__05193.jpg,descargada,
2612,79051,LIPOCOMB 20 MG/10 MG CAPSULAS DURAS,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/79051/79051_formafarmac.jpg,imagenes/lipocomb_20_mg_10_mg_capsulas_duras__79051__formafarmac__05194.jpg,descargada,
2613,65277,LIPOLASIC 2 mg/g GEL OFTALMICO,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/65277/65277_materialas.jpg,imagenes/lipolasic_2_mg_g_gel_oftalmico__65277__materialas__05195.jpg,descargada,
2613,65277,LIPOLASIC 2 mg/g GEL OFTALMICO,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/65277/65277_formafarmac.jpg,imagenes/lipolasic_2_mg_g_gel_oftalmico__65277__formafarmac__05196.jpg,descargada,
2614,65235,LIPOSIT PROLIB 80 mg COMPRIMIDOS DE LIBERACION PROLONGADA,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/65235/65235_materialas.jpg,imagenes/liposit_prolib_80_mg_comprimidos_de_liberacion_prolongada__65235__materialas__05197.jpg,descargada,
2614,65235,LIPOSIT PROLIB 80 mg COMPRIMIDOS DE LIBERACION PROLONGADA,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/65235/65235_formafarmac.jpg,imagenes/liposit_prolib_80_mg_comprimidos_de_liberacion_prolongada__65235__formafarmac__05198.jpg,descargada,
2615,64562,LISINOPRIL CINFA 20 mg COMPRIMIDOS EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/64562/64562_materialas.jpg,imagenes/lisinopril_cinfa_20_mg_comprimidos_efg__64562__materialas__05199.jpg,descargada,
2615,64562,LISINOPRIL CINFA 20 mg COMPRIMIDOS EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/64562/64562_formafarmac.jpg,imagenes/lisinopril_cinfa_20_mg_comprimidos_efg__64562__formafarmac__05200.jpg,descargada,
2616,64563,LISINOPRIL CINFA 5 mg COMPRIMIDOS EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/64563/64563_materialas.jpg,imagenes/lisinopril_cinfa_5_mg_comprimidos_efg__64563__materialas__05201.jpg,descargada,
2616,64563,LISINOPRIL CINFA 5 mg COMPRIMIDOS EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/64563/64563_formafarmac.jpg,imagenes/lisinopril_cinfa_5_mg_comprimidos_efg__64563__formafarmac__05202.jpg,descargada,
2617,65254,LISINOPRIL NORMON 20 mg COMPRIMIDOS EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/65254/65254_materialas.jpg,imagenes/lisinopril_normon_20_mg_comprimidos_efg__65254__materialas__05203.jpg,descargada,
2617,65254,LISINOPRIL NORMON 20 mg COMPRIMIDOS EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/65254/65254_formafarmac.jpg,imagenes/lisinopril_normon_20_mg_comprimidos_efg__65254__formafarmac__05204.jpg,descargada,
2618,65253,LISINOPRIL NORMON 5 mg COMPRIMIDOS EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/65253/65253_materialas.jpg,imagenes/lisinopril_normon_5_mg_comprimidos_efg__65253__materialas__05205.jpg,descargada,
2618,65253,LISINOPRIL NORMON 5 mg COMPRIMIDOS EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/65253/65253_formafarmac.jpg,imagenes/lisinopril_normon_5_mg_comprimidos_efg__65253__formafarmac__05206.jpg,descargada,
2619,65418,LISINOPRIL SANDOZ FARMACEUTICA 20 mg COMPRIMIDOS EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/65418/65418_materialas.jpg,imagenes/lisinopril_sandoz_farmaceutica_20_mg_comprimidos_efg__65418__materialas__05207.jpg,descargada,
2619,65418,LISINOPRIL SANDOZ FARMACEUTICA 20 mg COMPRIMIDOS EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/65418/65418_formafarmac.jpg,imagenes/lisinopril_sandoz_farmaceutica_20_mg_comprimidos_efg__65418__formafarmac__05208.jpg,descargada,
2620,64150,LISINOPRIL STADA 20 mg COMPRIMIDOS EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/64150/64150_materialas.jpg,imagenes/lisinopril_stada_20_mg_comprimidos_efg__64150__materialas__05209.jpg,descargada,
2620,64150,LISINOPRIL STADA 20 mg COMPRIMIDOS EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/64150/64150_formafarmac.jpg,imagenes/lisinopril_stada_20_mg_comprimidos_efg__64150__formafarmac__05210.jpg,descargada,
2621,64149,LISINOPRIL STADA 5 mg COMPRIMIDOS EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/64149/64149_materialas.jpg,imagenes/lisinopril_stada_5_mg_comprimidos_efg__64149__materialas__05211.jpg,descargada,
2621,64149,LISINOPRIL STADA 5 mg COMPRIMIDOS EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/64149/64149_formafarmac.jpg,imagenes/lisinopril_stada_5_mg_comprimidos_efg__64149__formafarmac__05212.jpg,descargada,
2622,65523,LISINOPRIL VIATRIS 20 mg COMPRIMIDOS EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/65523/65523_materialas.jpg,imagenes/lisinopril_viatris_20_mg_comprimidos_efg__65523__materialas__05213.jpg,descargada,
2622,65523,LISINOPRIL VIATRIS 20 mg COMPRIMIDOS EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/65523/65523_formafarmac.jpg,imagenes/lisinopril_viatris_20_mg_comprimidos_efg__65523__formafarmac__05214.jpg,descargada,
2623,76944,"LISINOPRIL/HIDROCLOROTIAZIDA CINFA 20 MG/12, 5 MG COMPRIMIDOS EFG",materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/76944/76944_materialas.jpg,imagenes/lisinopril_hidroclorotiazida_cinfa_20_mg_12_5_mg_comprimidos__76944__materialas__05215.jpg,descargada,
2623,76944,"LISINOPRIL/HIDROCLOROTIAZIDA CINFA 20 MG/12, 5 MG COMPRIMIDOS EFG",formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/76944/76944_formafarmac.jpg,imagenes/lisinopril_hidroclorotiazida_cinfa_20_mg_12_5_mg_comprimidos__76944__formafarmac__05216.jpg,descargada,
2624,66477,LISINOPRIL/HIDROCLOROTIAZIDA SANDOZ FARMACEUTICA 20/12.5 mg COMPRIMIDOS EFG,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/66477/66477_materialas.jpg,imagenes/lisinopril_hidroclorotiazida_sandoz_farmaceutica_20_12_5_mg__66477__materialas__05217.jpg,descargada,
2624,66477,LISINOPRIL/HIDROCLOROTIAZIDA SANDOZ FARMACEUTICA 20/12.5 mg COMPRIMIDOS EFG,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/66477/66477_formafarmac.jpg,imagenes/lisinopril_hidroclorotiazida_sandoz_farmaceutica_20_12_5_mg__66477__formafarmac__05218.jpg,descargada,
2625,66437,"LISINOPRIL/HIDROCLOROTIAZIDA VIATRIS 20/12,5 MG COMPRIMIDOS EFG",materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/66437/66437_materialas.jpg,imagenes/lisinopril_hidroclorotiazida_viatris_20_12_5_mg_comprimidos__66437__materialas__05219.jpg,descargada,
2625,66437,"LISINOPRIL/HIDROCLOROTIAZIDA VIATRIS 20/12,5 MG COMPRIMIDOS EFG",formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/66437/66437_formafarmac.jpg,imagenes/lisinopril_hidroclorotiazida_viatris_20_12_5_mg_comprimidos__66437__formafarmac__05220.jpg,descargada,
2626,73037,LIVAZO 1 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/73037/73037_materialas.jpg,imagenes/livazo_1_mg_comprimidos_recubiertos_con_pelicula__73037__materialas__05221.jpg,descargada,
2626,73037,LIVAZO 1 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/73037/73037_formafarmac.jpg,imagenes/livazo_1_mg_comprimidos_recubiertos_con_pelicula__73037__formafarmac__05222.jpg,descargada,
2627,73038,LIVAZO 2 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/73038/73038_materialas.jpg,imagenes/livazo_2_mg_comprimidos_recubiertos_con_pelicula__73038__materialas__05223.jpg,descargada,
2627,73038,LIVAZO 2 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/73038/73038_formafarmac.jpg,imagenes/livazo_2_mg_comprimidos_recubiertos_con_pelicula__73038__formafarmac__05224.jpg,descargada,
2628,73039,LIVAZO 4 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/73039/73039_materialas.jpg,imagenes/livazo_4_mg_comprimidos_recubiertos_con_pelicula__73039__materialas__05225.jpg,descargada,
2628,73039,LIVAZO 4 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/73039/73039_formafarmac.jpg,imagenes/livazo_4_mg_comprimidos_recubiertos_con_pelicula__73039__formafarmac__05226.jpg,descargada,
2629,115993001,LIXIANA 15 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/115993001/115993001_materialas.jpg,imagenes/lixiana_15_mg_comprimidos_recubiertos_con_pelicula__115993001__materialas__05227.jpg,descargada,
2629,115993001,LIXIANA 15 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/115993001/115993001_formafarmac.jpg,imagenes/lixiana_15_mg_comprimidos_recubiertos_con_pelicula__115993001__formafarmac__05228.jpg,descargada,
2630,115993005,LIXIANA 30 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/115993005/115993005_materialas.jpg,imagenes/lixiana_30_mg_comprimidos_recubiertos_con_pelicula__115993005__materialas__05229.jpg,descargada,
2630,115993005,LIXIANA 30 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/115993005/115993005_formafarmac.jpg,imagenes/lixiana_30_mg_comprimidos_recubiertos_con_pelicula__115993005__formafarmac__05230.jpg,descargada,
2631,115993015,LIXIANA 30 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/115993015/115993015_materialas.jpg,imagenes/lixiana_30_mg_comprimidos_recubiertos_con_pelicula__115993015__materialas__05231.jpg,descargada,
2631,115993015,LIXIANA 30 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/115993015/115993015_formafarmac.jpg,imagenes/lixiana_30_mg_comprimidos_recubiertos_con_pelicula__115993015__formafarmac__05232.jpg,descargada,
2632,115993018,LIXIANA 60 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/115993018/115993018_materialas.jpg,imagenes/lixiana_60_mg_comprimidos_recubiertos_con_pelicula__115993018__materialas__05233.jpg,descargada,
2632,115993018,LIXIANA 60 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/115993018/115993018_formafarmac.jpg,imagenes/lixiana_60_mg_comprimidos_recubiertos_con_pelicula__115993018__formafarmac__05234.jpg,descargada,
2633,115993028,LIXIANA 60 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,materialas,https://cima.aemps.es/cima/fotos/thumbnails/materialas/115993028/115993028_materialas.jpg,imagenes/lixiana_60_mg_comprimidos_recubiertos_con_pelicula__115993028__materialas__05235.jpg,descargada,
2633,115993028,LIXIANA 60 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,formafarmac,https://cima.aemps.es/cima/fotos/thumbnails/formafarmac/115993028/115993028_formafarmac.jpg,imagenes/lixiana_60_mg_comprimidos_recubiertos_con_pelicula__115993028__formafarmac__05236.jpg,descargada,
